User_Index,Interaction,Value,Time,Reward,Action,Attribute,State,High-Level-State
0,mouseover a related chart,mark:tick;encoding:Running_Time_min-quantitative-x,1602170662739,0.2111111111111111,modify-1,"['None', 'None', 'Running_Time_min']","[7, 16, 16]",Foraging
2,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1602170665800,0.8777777777777778,modify-1,"['None', 'None', 'Title']","[0, 16, 16]",Foraging
6,clicked on a field,add Creative_Type,1602170667830,1.1,same,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Foraging
7,main chart changed because of clicking a field,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1602170668060,1.1,same,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Foraging
8,mouseover on the specified chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1602170669048,1.1,same,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Sensemaking
9,mouseout on the specified chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1602170669891,1.1,modify-1,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Sensemaking
10,clicked on a field,add Source,1602170670764,1.0722222222222222,modify-1,"['None', 'None', 'Source']","[9, 16, 16]",Foraging
11,main chart changed because of clicking a field,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1602170670984,2.0722222222222224,modify-2,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Foraging
12,mouseover a related chart,"mark:point;encoding:Creative_Type-nominal-color,Director-nominal-x,Distributor-nominal-y",1602170674292,2.0166666666666666,modify-2,"['Creative_Type', 'Director', 'Distributor']","[8, 11, 12]",Foraging
14,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1602170677351,2.0722222222222224,same,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Sensemaking
