Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon
ActorCritic,pro14_bdf_p4,0.8,0.001,0.9,1,0.42857142857142855,"[None, None, None]",0,0
ActorCritic,pro14_bdf_p4,0.9,0.001,0.8,1,0.35714285714285715,"[None, None, None]",0,0
ActorCritic,pro27_bcf_p4,0.05,0.0001,0.5,1,0.4700854700854701,"[None, None, None]",0,0
ActorCritic,pro27_bcf_p4,0.1,0.001,0.05,1,0.4774774774774775,"[None, None, None]",0,0
ActorCritic,pro27_bcf_p4,0.2,0.001,0.8,1,0.29292929292929293,"[None, None, None]",0,0
ActorCritic,pro27_bcf_p4,0.3,0.0001,0.99,1,0.42528735632183906,"[None, None, None]",0,0
ActorCritic,pro27_bcf_p4,0.4,0.001,0.2,1,0.3783783783783784,"[None, None, None]",0,0
ActorCritic,pro27_bcf_p4,0.5,0.001,0.05,1,0.3548387096774194,"[None, None, None]",0,0
ActorCritic,pro27_bcf_p4,0.6,0.0001,0.05,1,0.38,"[None, None, None]",0,0
ActorCritic,pro27_bcf_p4,0.7,0.5,0.1,1,0.32432432432432434,"[None, None, None]",0,0
ActorCritic,pro27_bcf_p4,0.8,0.001,0.2,1,0.36,"[None, None, None]",0,0
ActorCritic,pro27_bcf_p4,0.9,0.5,0.1,1,0.46153846153846156,"[None, None, None]",0,0
ActorCritic,pro26_bde_p4,0.05,0.0001,0.5,1,0.5741935483870968,"[None, None, None]",0,0
ActorCritic,pro26_bde_p4,0.1,0.001,0.2,1,0.5714285714285714,"[None, None, None]",0,0
ActorCritic,pro26_bde_p4,0.2,0.001,0.5,1,0.5877862595419847,"[None, None, None]",0,0
ActorCritic,pro26_bde_p4,0.3,0.001,0.99,1,0.20869565217391303,"[None, None, None]",0,0
ActorCritic,pro26_bde_p4,0.4,0.001,0.05,1,0.6224489795918368,"[None, None, None]",0,0
ActorCritic,pro26_bde_p4,0.5,0.001,0.8,1,0.45121951219512196,"[None, None, None]",0,0
ActorCritic,pro26_bde_p4,0.6,0.001,0.1,1,0.7878787878787878,"[None, None, None]",0,0
ActorCritic,pro26_bde_p4,0.7,0.0001,0.05,1,0.7755102040816326,"[None, None, None]",0,0
ActorCritic,pro26_bde_p4,0.8,0.1,0.05,1,0.7575757575757576,"[None, None, None]",0,0
ActorCritic,pro26_bde_p4,0.9,0.0001,0.9,1,0.8235294117647058,"[None, None, None]",0,0
ActorCritic,pro11_bcf_p4,0.05,0.1,0.1,1,0.6748466257668712,"[None, None, None]",0,0
ActorCritic,pro11_bcf_p4,0.1,0.0001,0.1,1,0.6168831168831169,"[None, None, None]",0,0
ActorCritic,pro11_bcf_p4,0.2,0.001,0.2,1,0.6861313868613139,"[None, None, None]",0,0
ActorCritic,pro11_bcf_p4,0.3,0.1,0.2,1,0.6833333333333333,"[None, None, None]",0,0
ActorCritic,pro11_bcf_p4,0.4,0.001,0.1,1,0.6699029126213593,"[None, None, None]",0,0
ActorCritic,pro11_bcf_p4,0.5,0.001,0.5,1,0.6744186046511628,"[None, None, None]",0,0
ActorCritic,pro11_bcf_p4,0.6,0.0001,0.2,1,0.6521739130434783,"[None, None, None]",0,0
ActorCritic,pro11_bcf_p4,0.7,0.001,0.05,1,0.6346153846153846,"[None, None, None]",0,0
ActorCritic,pro11_bcf_p4,0.8,0.001,0.05,1,0.6,"[None, None, None]",0,0
ActorCritic,pro11_bcf_p4,0.9,0.1,0.1,1,0.6111111111111112,"[None, None, None]",0,0
ActorCritic,pro12_bdf_p4,0.05,0.1,0.05,1,0.6573033707865169,"[None, None, None]",0,0
ActorCritic,pro12_bdf_p4,0.1,0.001,0.1,1,0.6449704142011834,"[None, None, None]",0,0
ActorCritic,pro12_bdf_p4,0.2,0.01,0.05,1,0.6333333333333333,"[None, None, None]",0,0
ActorCritic,pro12_bdf_p4,0.3,0.001,0.9,1,0.5954198473282443,"[None, None, None]",0,0
ActorCritic,pro12_bdf_p4,0.4,0.0001,0.05,1,0.504424778761062,"[None, None, None]",0,0
ActorCritic,pro12_bdf_p4,0.5,0.001,0.05,1,0.46808510638297873,"[None, None, None]",0,0
ActorCritic,pro12_bdf_p4,0.6,0.001,0.1,1,0.4,"[None, None, None]",0,0
ActorCritic,pro12_bdf_p4,0.7,0.0001,0.2,1,0.3333333333333333,"[None, None, None]",0,0
ActorCritic,pro12_bdf_p4,0.8,0.001,0.1,1,0.3157894736842105,"[None, None, None]",0,0
ActorCritic,pro12_bdf_p4,0.9,0.001,0.05,1,0.3157894736842105,"[None, None, None]",0,0
ActorCritic,pro4_bce_p4,0.05,0.001,0.05,1,0.8333333333333334,"[None, None, None]",0,0
ActorCritic,pro4_bce_p4,0.1,0.0001,0.9,1,0.8352941176470589,"[None, None, None]",0,0
ActorCritic,pro4_bce_p4,0.2,0.001,0.8,1,0.868421052631579,"[None, None, None]",0,0
ActorCritic,pro4_bce_p4,0.3,0.0001,0.5,1,0.8181818181818182,"[None, None, None]",0,0
ActorCritic,pro4_bce_p4,0.4,0.001,0.05,1,0.8245614035087719,"[None, None, None]",0,0
ActorCritic,pro4_bce_p4,0.5,0.001,0.1,1,0.7872340425531915,"[None, None, None]",0,0
ActorCritic,pro4_bce_p4,0.6,0.001,0.05,1,0.7894736842105263,"[None, None, None]",0,0
ActorCritic,pro4_bce_p4,0.7,0.0001,0.5,1,0.7931034482758621,"[None, None, None]",0,0
ActorCritic,pro4_bce_p4,0.8,0.001,0.05,1,0.7894736842105263,"[None, None, None]",0,0
ActorCritic,pro4_bce_p4,0.9,0.0001,0.05,1,0.9,"[None, None, None]",0,0
ActorCritic,pro28_bce_p4,0.05,0.01,0.2,1,0.7181818181818181,"[None, None, None]",0,0
ActorCritic,pro28_bce_p4,0.1,0.01,0.2,1,0.7211538461538461,"[None, None, None]",0,0
ActorCritic,pro28_bce_p4,0.2,0.01,0.05,1,0.6918918918918919,"[None, None, None]",0,0
ActorCritic,pro28_bce_p4,0.3,0.1,0.05,1,0.6851851851851852,"[None, None, None]",0,0
ActorCritic,pro28_bce_p4,0.4,0.001,0.2,1,0.6762589928057554,"[None, None, None]",0,0
ActorCritic,pro28_bce_p4,0.5,0.001,0.1,1,0.6379310344827587,"[None, None, None]",0,0
ActorCritic,pro28_bce_p4,0.6,0.001,0.05,1,0.5913978494623656,"[None, None, None]",0,0
ActorCritic,pro28_bce_p4,0.7,0.1,0.05,1,0.5285714285714286,"[None, None, None]",0,0
ActorCritic,pro28_bce_p4,0.8,0.001,0.1,1,0.40425531914893614,"[None, None, None]",0,0
ActorCritic,pro28_bce_p4,0.9,0.001,0.1,1,0.3333333333333333,"[None, None, None]",0,0
ActorCritic,pro10_bdf_p4,0.05,0.001,0.1,1,0.4636363636363636,"[None, None, None]",0,0
ActorCritic,pro10_bdf_p4,0.1,0.1,0.9,1,0.47596153846153844,"[None, None, None]",0,0
ActorCritic,pro10_bdf_p4,0.2,0.01,0.1,1,0.4756756756756757,"[None, None, None]",0,0
ActorCritic,pro10_bdf_p4,0.3,0.01,0.1,1,0.4567901234567901,"[None, None, None]",0,0
ActorCritic,pro10_bdf_p4,0.4,0.5,0.05,1,0.45323741007194246,"[None, None, None]",0,0
ActorCritic,pro10_bdf_p4,0.5,0.001,0.8,1,0.3620689655172414,"[None, None, None]",0,0
ActorCritic,pro10_bdf_p4,0.6,0.001,0.8,1,0.40860215053763443,"[None, None, None]",0,0
ActorCritic,pro10_bdf_p4,0.7,0.1,0.9,1,0.4,"[None, None, None]",0,0
ActorCritic,pro10_bdf_p4,0.8,0.001,0.1,1,0.3191489361702128,"[None, None, None]",0,0
ActorCritic,pro10_bdf_p4,0.9,0.001,0.05,1,0.4166666666666667,"[None, None, None]",0,0
ActorCritic,pro7_bde_p4,0.05,0.001,0.2,1,0.6865671641791045,"[None, None, None]",0,0
ActorCritic,pro7_bde_p4,0.1,0.01,0.1,1,0.6666666666666666,"[None, None, None]",0,0
ActorCritic,pro7_bde_p4,0.2,0.001,0.9,1,0.625,"[None, None, None]",0,0
ActorCritic,pro7_bde_p4,0.3,0.001,0.05,1,0.5918367346938775,"[None, None, None]",0,0
ActorCritic,pro7_bde_p4,0.4,0.01,0.8,1,0.6428571428571429,"[None, None, None]",0,0
ActorCritic,pro7_bde_p4,0.5,0.001,0.99,1,0.6571428571428571,"[None, None, None]",0,0
ActorCritic,pro7_bde_p4,0.6,0.001,0.05,1,0.6428571428571429,"[None, None, None]",0,0
ActorCritic,pro7_bde_p4,0.7,0.001,0.8,1,0.6190476190476191,"[None, None, None]",0,0
ActorCritic,pro7_bde_p4,0.8,0.001,0.8,1,0.5,"[None, None, None]",0,0
ActorCritic,pro7_bde_p4,0.9,0.001,0.8,1,1.0,"[None, None, None]",0,0
ActorCritic,pro19_bcf_p4,0.05,0.001,0.2,1,0.49411764705882355,"[None, None, None]",0,0
ActorCritic,pro19_bcf_p4,0.1,0.001,0.9,1,0.5041322314049587,"[None, None, None]",0,0
ActorCritic,pro19_bcf_p4,0.2,0.5,0.05,1,0.4883720930232558,"[None, None, None]",0,0
ActorCritic,pro19_bcf_p4,0.3,0.001,0.5,1,0.43617021276595747,"[None, None, None]",0,0
ActorCritic,pro19_bcf_p4,0.4,0.1,0.2,1,0.422360248447205,"[None, None, None]",0,0
ActorCritic,pro19_bcf_p4,0.5,0.1,0.9,1,0.43283582089552236,"[None, None, None]",0,0
ActorCritic,pro19_bcf_p4,0.6,0.0001,0.1,1,0.3888888888888889,"[None, None, None]",0,0
ActorCritic,pro19_bcf_p4,0.7,0.0001,0.99,1,0.3333333333333333,"[None, None, None]",0,0
ActorCritic,pro19_bcf_p4,0.8,0.001,0.05,1,0.3888888888888889,"[None, None, None]",0,0
ActorCritic,pro19_bcf_p4,0.9,0.0001,0.05,1,0.48148148148148145,"[None, None, None]",0,0
ActorCritic,pro2_bce_p4,0.05,0.0001,0.9,1,0.5560975609756098,"[None, None, None]",0,0
ActorCritic,pro2_bce_p4,0.1,0.0001,0.2,1,0.5360824742268041,"[None, None, None]",0,0
ActorCritic,pro2_bce_p4,0.2,0.001,0.1,1,0.5581395348837209,"[None, None, None]",0,0
ActorCritic,pro2_bce_p4,0.3,0.1,0.1,1,0.5695364238410596,"[None, None, None]",0,0
ActorCritic,pro2_bce_p4,0.4,0.1,0.1,1,0.6046511627906976,"[None, None, None]",0,0
ActorCritic,pro2_bce_p4,0.5,0.0001,0.8,1,0.5370370370370371,"[None, None, None]",0,0
ActorCritic,pro2_bce_p4,0.6,0.001,0.05,1,0.46511627906976744,"[None, None, None]",0,0
ActorCritic,pro2_bce_p4,0.7,0.0001,0.9,1,0.5692307692307692,"[None, None, None]",0,0
ActorCritic,pro2_bce_p4,0.8,0.001,0.1,1,0.4883720930232558,"[None, None, None]",0,0
ActorCritic,pro2_bce_p4,0.9,0.01,0.99,1,0.6363636363636364,"[None, None, None]",0,0
ActorCritic,pro6_bde_p4,0.05,0.001,0.05,1,0.6280487804878049,"[None, None, None]",0,0
ActorCritic,pro6_bde_p4,0.1,0.1,0.9,1,0.632258064516129,"[None, None, None]",0,0
ActorCritic,pro6_bde_p4,0.2,0.0001,0.8,1,0.6159420289855072,"[None, None, None]",0,0
ActorCritic,pro6_bde_p4,0.3,0.5,0.05,1,0.628099173553719,"[None, None, None]",0,0
ActorCritic,pro6_bde_p4,0.4,0.01,0.05,1,0.6730769230769231,"[None, None, None]",0,0
ActorCritic,pro6_bde_p4,0.5,0.001,0.2,1,0.6511627906976745,"[None, None, None]",0,0
ActorCritic,pro6_bde_p4,0.6,0.1,0.05,1,0.6666666666666666,"[None, None, None]",0,0
ActorCritic,pro6_bde_p4,0.7,0.001,0.99,1,0.6730769230769231,"[None, None, None]",0,0
ActorCritic,pro6_bde_p4,0.8,0.0001,0.1,1,0.6857142857142857,"[None, None, None]",0,0
ActorCritic,pro6_bde_p4,0.9,0.001,0.2,1,0.7777777777777778,"[None, None, None]",0,0
ActorCritic,stu20_bdf_p4,0.05,0.0001,0.8,1,0.5217391304347826,"[None, None, None]",0,0
ActorCritic,stu20_bdf_p4,0.1,0.0001,0.8,1,0.45454545454545453,"[None, None, None]",0,0
ActorCritic,stu20_bdf_p4,0.2,0.0001,0.1,1,0.5,"[None, None, None]",0,0
ActorCritic,stu20_bdf_p4,0.3,0.0001,0.99,1,0.35294117647058826,"[None, None, None]",0,0
ActorCritic,stu20_bdf_p4,0.4,0.0001,0.8,1,0.3333333333333333,"[None, None, None]",0,0
ActorCritic,stu20_bdf_p4,0.5,0.1,0.5,1,0.0,"[None, None, None]",0,0
ActorCritic,stu20_bdf_p4,0.6,0.001,0.9,1,0.6,"[None, None, None]",0,0
ActorCritic,stu20_bdf_p4,0.7,0.001,0.5,1,0.5,"[None, None, None]",0,0
ActorCritic,stu20_bdf_p4,0.8,0.1,0.2,1,0.6,"[None, None, None]",0,0
ActorCritic,stu20_bdf_p4,0.9,0.001,0.05,1,0.6666666666666666,"[None, None, None]",0,0
ActorCritic,stu14_bcf_p4,0.05,0.001,0.1,1,0.5579710144927537,"[None, None, None]",0,0
ActorCritic,stu14_bcf_p4,0.1,0.0001,0.99,1,0.549618320610687,"[None, None, None]",0,0
ActorCritic,stu14_bcf_p4,0.2,0.001,0.1,1,0.5689655172413793,"[None, None, None]",0,0
ActorCritic,stu14_bcf_p4,0.3,0.0001,0.9,1,0.5392156862745098,"[None, None, None]",0,0
ActorCritic,stu14_bcf_p4,0.4,0.0001,0.8,1,0.6206896551724138,"[None, None, None]",0,0
ActorCritic,stu14_bcf_p4,0.5,0.001,0.05,1,0.5753424657534246,"[None, None, None]",0,0
ActorCritic,stu14_bcf_p4,0.6,0.001,0.5,1,0.603448275862069,"[None, None, None]",0,0
ActorCritic,stu14_bcf_p4,0.7,0.01,0.8,1,0.6136363636363636,"[None, None, None]",0,0
ActorCritic,stu14_bcf_p4,0.8,0.0001,0.1,1,0.6896551724137931,"[None, None, None]",0,0
ActorCritic,stu14_bcf_p4,0.9,0.0001,0.2,1,0.8,"[None, None, None]",0,0
ActorCritic,pro30_bde_p4,0.05,0.001,0.05,1,0.5791505791505791,"[None, None, None]",0,0
ActorCritic,pro30_bde_p4,0.1,0.001,0.1,1,0.5836734693877551,"[None, None, None]",0,0
ActorCritic,pro30_bde_p4,0.2,0.001,0.05,1,0.6238532110091743,"[None, None, None]",0,0
ActorCritic,pro30_bde_p4,0.3,0.01,0.9,1,0.612565445026178,"[None, None, None]",0,0
ActorCritic,pro30_bde_p4,0.4,0.0001,0.8,1,0.6524390243902439,"[None, None, None]",0,0
ActorCritic,pro30_bde_p4,0.5,0.001,0.2,1,0.6617647058823529,"[None, None, None]",0,0
ActorCritic,pro30_bde_p4,0.6,0.001,0.05,1,0.6605504587155964,"[None, None, None]",0,0
ActorCritic,pro30_bde_p4,0.7,0.1,0.2,1,0.6585365853658537,"[None, None, None]",0,0
ActorCritic,pro30_bde_p4,0.8,0.001,0.05,1,0.6727272727272727,"[None, None, None]",0,0
ActorCritic,pro30_bde_p4,0.9,0.0001,0.99,1,0.6428571428571429,"[None, None, None]",0,0
ActorCritic,pro32_bdf_p4,0.05,0.001,0.8,1,0.5097402597402597,"[None, None, None]",0,0
ActorCritic,pro32_bdf_p4,0.1,0.1,0.5,1,0.5,"[None, None, None]",0,0
ActorCritic,pro32_bdf_p4,0.2,0.001,0.9,1,0.49615384615384617,"[None, None, None]",0,0
ActorCritic,pro32_bdf_p4,0.3,0.001,0.9,1,0.4933920704845815,"[None, None, None]",0,0
ActorCritic,pro32_bdf_p4,0.4,0.001,0.2,1,0.49743589743589745,"[None, None, None]",0,0
ActorCritic,pro32_bdf_p4,0.5,0.1,0.1,1,0.5308641975308642,"[None, None, None]",0,0
ActorCritic,pro32_bdf_p4,0.6,0.1,0.1,1,0.5230769230769231,"[None, None, None]",0,0
ActorCritic,pro32_bdf_p4,0.7,0.001,0.8,1,0.5102040816326531,"[None, None, None]",0,0
ActorCritic,pro32_bdf_p4,0.8,0.0001,0.8,1,0.5076923076923077,"[None, None, None]",0,0
ActorCritic,pro32_bdf_p4,0.9,0.001,0.5,1,0.5151515151515151,"[None, None, None]",0,0
ActorCritic,stu19_bde_p4,0.05,0.0001,0.05,1,0.5131578947368421,"[None, None, None]",0,0
ActorCritic,stu19_bde_p4,0.1,0.001,0.5,1,0.5,"[None, None, None]",0,0
ActorCritic,stu19_bde_p4,0.2,0.001,0.5,1,0.5234375,"[None, None, None]",0,0
ActorCritic,stu19_bde_p4,0.3,0.1,0.1,1,0.5625,"[None, None, None]",0,0
ActorCritic,stu19_bde_p4,0.4,0.001,0.1,1,0.5520833333333334,"[None, None, None]",0,0
ActorCritic,stu19_bde_p4,0.5,0.1,0.9,1,0.525,"[None, None, None]",0,0
ActorCritic,stu19_bde_p4,0.6,0.001,0.1,1,0.453125,"[None, None, None]",0,0
ActorCritic,stu19_bde_p4,0.7,0.001,0.05,1,0.4583333333333333,"[None, None, None]",0,0
ActorCritic,stu19_bde_p4,0.8,0.5,0.9,1,0.46875,"[None, None, None]",0,0
ActorCritic,stu19_bde_p4,0.9,0.001,0.05,1,0.875,"[None, None, None]",0,0
ActorCritic,stu18_bde_p4,0.05,0.0001,0.9,1,0.6988636363636364,"[None, None, None]",0,0
ActorCritic,stu18_bde_p4,0.1,0.0001,0.99,1,0.6826347305389222,"[None, None, None]",0,0
ActorCritic,stu18_bde_p4,0.2,0.0001,0.99,1,0.668918918918919,"[None, None, None]",0,0
ActorCritic,stu18_bde_p4,0.3,0.0001,0.9,1,0.6615384615384615,"[None, None, None]",0,0
ActorCritic,stu18_bde_p4,0.4,0.001,0.1,1,0.6936936936936937,"[None, None, None]",0,0
ActorCritic,stu18_bde_p4,0.5,0.0001,0.5,1,0.6989247311827957,"[None, None, None]",0,0
ActorCritic,stu18_bde_p4,0.6,0.001,0.05,1,0.7432432432432432,"[None, None, None]",0,0
ActorCritic,stu18_bde_p4,0.7,0.1,0.05,1,0.875,"[None, None, None]",0,0
ActorCritic,stu18_bde_p4,0.8,0.1,0.9,1,0.8378378378378378,"[None, None, None]",0,0
ActorCritic,stu18_bde_p4,0.9,0.001,0.05,1,0.8421052631578947,"[None, None, None]",0,0
ActorCritic,stu1_bce_p4,0.05,0.001,0.99,1,0.5294117647058824,"[None, None, None]",0,0
ActorCritic,stu1_bce_p4,0.1,0.001,0.1,1,0.5217391304347826,"[None, None, None]",0,0
ActorCritic,stu1_bce_p4,0.2,0.001,0.05,1,0.5174825174825175,"[None, None, None]",0,0
ActorCritic,stu1_bce_p4,0.3,0.001,0.2,1,0.488,"[None, None, None]",0,0
ActorCritic,stu1_bce_p4,0.4,0.001,0.2,1,0.48598130841121495,"[None, None, None]",0,0
ActorCritic,stu1_bce_p4,0.5,0.1,0.05,1,0.4943820224719101,"[None, None, None]",0,0
ActorCritic,stu1_bce_p4,0.6,0.1,0.1,1,0.4305555555555556,"[None, None, None]",0,0
ActorCritic,stu1_bce_p4,0.7,0.01,0.8,1,0.4444444444444444,"[None, None, None]",0,0
ActorCritic,stu1_bce_p4,0.8,0.0001,0.05,1,0.3888888888888889,"[None, None, None]",0,0
ActorCritic,stu1_bce_p4,0.9,0.0001,0.9,1,0.4444444444444444,"[None, None, None]",0,0
ActorCritic,stu22_bde_p4,0.05,0.0001,0.05,1,0.6779661016949152,"[None, None, None]",0,0
ActorCritic,stu22_bde_p4,0.1,0.001,0.1,1,0.7053571428571429,"[None, None, None]",0,0
ActorCritic,stu22_bde_p4,0.2,0.001,0.8,1,0.72,"[None, None, None]",0,0
ActorCritic,stu22_bde_p4,0.3,0.001,0.9,1,0.7011494252873564,"[None, None, None]",0,0
ActorCritic,stu22_bde_p4,0.4,0.001,0.9,1,0.7066666666666667,"[None, None, None]",0,0
ActorCritic,stu22_bde_p4,0.5,0.001,0.5,1,0.7258064516129032,"[None, None, None]",0,0
ActorCritic,stu22_bde_p4,0.6,0.001,0.05,1,0.76,"[None, None, None]",0,0
ActorCritic,stu22_bde_p4,0.7,0.1,0.1,1,0.6842105263157895,"[None, None, None]",0,0
ActorCritic,stu22_bde_p4,0.8,0.1,0.05,1,0.52,"[None, None, None]",0,0
ActorCritic,stu22_bde_p4,0.9,0.1,0.05,1,0.38461538461538464,"[None, None, None]",0,0
ActorCritic,stu16_bcf_p4,0.05,0.0001,0.9,1,0.7520661157024794,"[None, None, None]",0,0
ActorCritic,stu16_bcf_p4,0.1,0.001,0.8,1,0.7729257641921398,"[None, None, None]",0,0
ActorCritic,stu16_bcf_p4,0.2,0.001,0.05,1,0.7941176470588235,"[None, None, None]",0,0
ActorCritic,stu16_bcf_p4,0.3,0.1,0.1,1,0.7640449438202247,"[None, None, None]",0,0
ActorCritic,stu16_bcf_p4,0.4,0.001,0.1,1,0.7450980392156863,"[None, None, None]",0,0
ActorCritic,stu16_bcf_p4,0.5,0.5,0.9,1,0.7480314960629921,"[None, None, None]",0,0
ActorCritic,stu16_bcf_p4,0.6,0.001,0.99,1,0.7352941176470589,"[None, None, None]",0,0
ActorCritic,stu16_bcf_p4,0.7,0.01,0.1,1,0.8441558441558441,"[None, None, None]",0,0
ActorCritic,stu16_bcf_p4,0.8,0.01,0.2,1,0.8431372549019608,"[None, None, None]",0,0
ActorCritic,stu16_bcf_p4,0.9,0.01,0.05,1,0.8076923076923077,"[None, None, None]",0,0
ActorCritic,stu23_bdf_p4,0.05,0.0001,0.05,1,0.6619718309859155,"[None, None, None]",0,0
ActorCritic,stu23_bdf_p4,0.1,0.0001,0.99,1,0.674074074074074,"[None, None, None]",0,0
ActorCritic,stu23_bdf_p4,0.2,0.001,0.9,1,0.6916666666666667,"[None, None, None]",0,0
ActorCritic,stu23_bdf_p4,0.3,0.0001,0.1,1,0.6666666666666666,"[None, None, None]",0,0
ActorCritic,stu23_bdf_p4,0.4,0.5,0.1,1,0.2777777777777778,"[None, None, None]",0,0
ActorCritic,stu23_bdf_p4,0.5,0.0001,0.8,1,0.7866666666666666,"[None, None, None]",0,0
ActorCritic,stu23_bdf_p4,0.6,0.001,0.99,1,0.8,"[None, None, None]",0,0
ActorCritic,stu23_bdf_p4,0.7,0.001,0.8,1,0.8,"[None, None, None]",0,0
ActorCritic,stu23_bdf_p4,0.8,0.0001,0.05,1,0.7666666666666667,"[None, None, None]",0,0
ActorCritic,stu23_bdf_p4,0.9,0.001,0.8,1,0.9333333333333333,"[None, None, None]",0,0
ActorCritic,stu12_bdf_p4,0.05,0.001,0.05,1,0.6308724832214765,"[None, None, None]",0,0
ActorCritic,stu12_bdf_p4,0.1,0.001,0.1,1,0.6347517730496454,"[None, None, None]",0,0
ActorCritic,stu12_bdf_p4,0.2,0.001,0.05,1,0.6454183266932271,"[None, None, None]",0,0
ActorCritic,stu12_bdf_p4,0.3,0.001,0.2,1,0.6272727272727273,"[None, None, None]",0,0
ActorCritic,stu12_bdf_p4,0.4,0.01,0.5,1,0.6382978723404256,"[None, None, None]",0,0
ActorCritic,stu12_bdf_p4,0.5,0.0001,0.05,1,0.6687898089171974,"[None, None, None]",0,0
ActorCritic,stu12_bdf_p4,0.6,0.1,0.05,1,0.6746031746031746,"[None, None, None]",0,0
ActorCritic,stu12_bdf_p4,0.7,0.001,0.1,1,0.6276595744680851,"[None, None, None]",0,0
ActorCritic,stu12_bdf_p4,0.8,0.001,0.05,1,0.6984126984126984,"[None, None, None]",0,0
ActorCritic,stu12_bdf_p4,0.9,0.1,0.9,1,0.8125,"[None, None, None]",0,0
ActorCritic,stu34_bcf_p4,0.05,0.0001,0.5,1,0.6447368421052632,"[None, None, None]",0,0
ActorCritic,stu34_bcf_p4,0.1,0.0001,0.1,1,0.6527777777777778,"[None, None, None]",0,0
ActorCritic,stu34_bcf_p4,0.2,0.01,0.05,1,0.671875,"[None, None, None]",0,0
ActorCritic,stu34_bcf_p4,0.3,0.001,0.05,1,0.7142857142857143,"[None, None, None]",0,0
ActorCritic,stu34_bcf_p4,0.4,0.001,0.5,1,0.7708333333333334,"[None, None, None]",0,0
ActorCritic,stu34_bcf_p4,0.5,0.001,0.8,1,0.825,"[None, None, None]",0,0
ActorCritic,stu34_bcf_p4,0.6,0.1,0.8,1,0.75,"[None, None, None]",0,0
ActorCritic,stu34_bcf_p4,0.7,0.001,0.2,1,0.7916666666666666,"[None, None, None]",0,0
ActorCritic,stu34_bcf_p4,0.8,0.5,0.9,1,0.9375,"[None, None, None]",0,0
ActorCritic,stu34_bcf_p4,0.9,0.1,0.2,1,0.875,"[None, None, None]",0,0
ActorCritic,stu35_bde_p4,0.05,0.0001,0.05,1,0.40425531914893614,"[None, None, None]",0,0
ActorCritic,stu35_bde_p4,0.1,0.001,0.1,1,0.5730337078651685,"[None, None, None]",0,0
