User_Index,Interaction,Value,Time,Reward,Action,Attribute,State,High-Level-State,Task
0,mouseover a related chart,mark:tick;encoding:US_Gross-quantitative-x,1614013876057,0.5444444444444444,same,"['None', 'None', 'US_Gross']","[1, 16, 16]",Foraging,p1
1,mouseout a related chart,mark:tick;encoding:US_Gross-quantitative-x,1614013877033,0.5444444444444444,modify-1,"['None', 'None', 'US_Gross']","[1, 16, 16]",Foraging,p1
5,mouseout a related chart,mark:tick;encoding:Worldwide_Gross-quantitative-x,1614013877888,0.3777777777777777,modify-1,"['None', 'None', 'Worldwide_Gross']","[2, 16, 16]",Foraging,p1
6,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1614013899852,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,p1
7,scroll on a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1614013900879,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,p1
18,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1614013901682,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,p1
20,scroll on a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1614013902401,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,p1
27,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1614013902932,0.8777777777777778,modify-1,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,p1
28,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,MPAA_Rating-nominal-y",1614013906982,0.4333333333333333,modify-1,"['MPAA_Rating', 'None', 'None']","[6, 16, 16]",Foraging,p1
38,main chart changed because of clicking a field,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1614013908562,1.1,same,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Foraging,p1
