User_Index,Interaction,Value,Time,Reward,Action,Attribute,State,High-Level-State,Task
0,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,MPAA_Rating-nominal-y",1605242144683,0.4333333333333333,same,"['MPAA_Rating', 'None', 'None']","[6, 16, 16]",Foraging,p1
1,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,MPAA_Rating-nominal-y",1605242145556,0.4333333333333333,modify-1,"['MPAA_Rating', 'None', 'None']","[6, 16, 16]",Foraging,p1
3,scroll on a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Distributor-nominal-y",1605242145733,0.5444444444444444,same,"['Distributor', 'None', 'None']","[8, 16, 16]",Foraging,p1
18,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Distributor-nominal-y",1605242146529,0.5444444444444444,modify-1,"['Distributor', 'None', 'None']","[8, 16, 16]",Foraging,p1
19,mouseover a related chart,mark:tick;encoding:Rotten_Tomatoes_Rating-quantitative-x,1605242149557,0.2666666666666666,modify-1,"['None', 'None', 'Rotten_Tomatoes_Rating']","[13, 16, 16]",Foraging,p1
25,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,MPAA_Rating-nominal-y",1605242189179,0.4333333333333333,same,"['MPAA_Rating', 'None', 'None']","[6, 16, 16]",Foraging,p1
26,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,MPAA_Rating-nominal-y",1605242189730,0.4333333333333333,modify-1,"['MPAA_Rating', 'None', 'None']","[6, 16, 16]",Foraging,p1
28,scroll on a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Distributor-nominal-y",1605242190167,0.5444444444444444,same,"['Distributor', 'None', 'None']","[8, 16, 16]",Foraging,p1
46,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Distributor-nominal-y",1605242190987,0.5444444444444444,modify-1,"['Distributor', 'None', 'None']","[8, 16, 16]",Foraging,p1
53,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Source-nominal-y",1605242192389,1.0722222222222222,modify-1,"['None', 'None', 'Source']","[9, 16, 16]",Foraging,p1
57,mouseover a related chart,mark:tick;encoding:Rotten_Tomatoes_Rating-quantitative-x,1605242232582,0.2666666666666666,same,"['None', 'None', 'Rotten_Tomatoes_Rating']","[13, 16, 16]",Foraging,p1
61,mouseover a related chart,mark:tick;encoding:Rotten_Tomatoes_Rating-quantitative-x,1605242234074,0.2666666666666666,modify-1,"['None', 'None', 'Rotten_Tomatoes_Rating']","[13, 16, 16]",Foraging,p1
65,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Source-nominal-y",1605242237638,1.0722222222222222,modify-1,"['None', 'None', 'Source']","[9, 16, 16]",Foraging,p1
67,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,MPAA_Rating-nominal-y",1605242254414,0.4333333333333333,same,"['MPAA_Rating', 'None', 'None']","[6, 16, 16]",Foraging,p1
68,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,MPAA_Rating-nominal-y",1605242255245,0.4333333333333333,modify-1,"['MPAA_Rating', 'None', 'None']","[6, 16, 16]",Foraging,p1
69,added chart to bookmark,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1605242285097,1.1,modify-1,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Sensemaking,p1
70,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Major_Genre-nominal-y",1605242289218,0.6555555555555556,modify-1,"['Major_Genre', 'None', 'None']","[10, 16, 16]",Foraging,p1
72,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1605242309497,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,p1
73,scroll on a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1605242310080,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,p1
97,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1605242310515,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,p1
98,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1605242334775,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,p1
0,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1605242359229,0.8777777777777778,modify-1,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,p2
2,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Distributor-nominal-y",1605242377403,0.3222222222222222,same,"['Distributor', 'None', 'None']","[8, 16, 16]",Foraging,p2
3,scroll on a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Distributor-nominal-y",1605242377924,0.3222222222222222,same,"['Distributor', 'None', 'None']","[8, 16, 16]",Foraging,p2
23,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Distributor-nominal-y",1605242378771,0.3222222222222222,modify-1,"['Distributor', 'None', 'None']","[8, 16, 16]",Foraging,p2
26,mouseover a related chart,mark:tick;encoding:Rotten_Tomatoes_Rating-quantitative-x,1605242382942,0.1277777777777777,same,"['None', 'None', 'Rotten_Tomatoes_Rating']","[13, 16, 16]",Foraging,p2
27,mouseout a related chart,mark:tick;encoding:Rotten_Tomatoes_Rating-quantitative-x,1605242383513,0.1277777777777777,modify-1,"['None', 'None', 'Rotten_Tomatoes_Rating']","[13, 16, 16]",Foraging,p2
28,mouseover a related chart,mark:tick;encoding:IMDB_Votes-quantitative-x,1605242384383,0.1277777777777777,same,"['IMDB_Votes', 'None', 'None']","[15, 16, 16]",Foraging,p2
29,mouseout a related chart,mark:tick;encoding:IMDB_Votes-quantitative-x,1605242388626,0.1277777777777777,same,"['IMDB_Votes', 'None', 'None']","[15, 16, 16]",Foraging,p2
30,mouseover a related chart,mark:tick;encoding:IMDB_Votes-quantitative-x,1605242389277,0.1277777777777777,same,"['IMDB_Votes', 'None', 'None']","[15, 16, 16]",Foraging,p2
33,mouseout a related chart,mark:tick;encoding:IMDB_Votes-quantitative-x,1605242394996,0.1277777777777777,modify-1,"['IMDB_Votes', 'None', 'None']","[15, 16, 16]",Foraging,p2
36,mouseover a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Distributor-nominal-y",1605242401145,0.3222222222222222,modify-1,"['Distributor', 'None', 'None']","[8, 16, 16]",Foraging,p2
41,mouseout a related chart,mark:tick;encoding:Running_Time_min-quantitative-x,1605242404924,1.1,same,"['None', 'None', 'Running_Time_min']","[7, 16, 16]",Foraging,p2
43,mouseout a related chart,mark:tick;encoding:Running_Time_min-quantitative-x,1605242405958,1.1,same,"['None', 'None', 'Running_Time_min']","[7, 16, 16]",Foraging,p2
45,mouseout a related chart,mark:tick;encoding:Running_Time_min-quantitative-x,1605242407033,1.1,modify-1,"['None', 'None', 'Running_Time_min']","[7, 16, 16]",Foraging,p2
51,scroll on a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Distributor-nominal-y",1605242407506,0.3222222222222222,same,"['Distributor', 'None', 'None']","[8, 16, 16]",Foraging,p2
73,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Distributor-nominal-y",1605242408286,0.3222222222222222,modify-1,"['Distributor', 'None', 'None']","[8, 16, 16]",Foraging,p2
76,mouseover a related chart,mark:tick;encoding:Production_Budget-quantitative-x,1605242409161,0.1555555555555555,same,"['None', 'None', 'Production_Budget']","[4, 16, 16]",Foraging,p2
77,mouseout a related chart,mark:tick;encoding:Production_Budget-quantitative-x,1605242410973,0.1555555555555555,modify-1,"['None', 'None', 'Production_Budget']","[4, 16, 16]",Foraging,p2
79,mouseout a related chart,mark:tick;encoding:Worldwide_Gross-quantitative-x,1605242411827,1.0444444444444445,modify-1,"['None', 'None', 'Worldwide_Gross']","[2, 16, 16]",Foraging,p2
81,scroll on a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1605242416657,0.8777777777777778,same,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,p2
107,mouseout a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Title-nominal-y",1605242417677,0.8777777777777778,modify-1,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,p2
